Id,K,D,K/D,FK,FD,FK/D,W,L,W/L,Beds Broken
626,5111,8003,0.64,3819,869,4.39,1764,761,2.32,1508
627,2180,4055,0.54,2378,218,10.91,1015,198,5.13,1048
628,1918,3306,0.58,2167,211,10.27,928,187,4.96,1009
629,5187,6181,0.84,3000,536,5.60,934,587,1.59,1332
630,2163,3129,0.69,2478,151,16.41,933,119,7.84,898
631,262,449,0.58,183,62,2.95,81,78,1.04,93
632,1751,4595,0.38,1599,693,2.31,691,655,1.05,1106
633,1254,1660,0.76,1336,160,8.35,457,172,2.66,595
634,7665,6130,1.25,3280,787,4.17,1524,791,1.93,1022
635,5694,5594,1.02,3227,1389,2.32,1250,1469,0.85,1496
636,2381,4238,0.56,1392,440,3.16,760,435,1.75,587
637,2916,3279,0.89,5380,59,91.19,1691,48,35.23,2174
638,1876,2750,0.68,1924,156,12.33,799,133,6.01,718
639,10155,13040,0.78,5699,1537,3.71,2020,1495,1.35,2586
640,1110,1712,0.65,1933,133,14.53,565,129,4.38,768
641,2695,3097,0.87,1950,289,6.75,696,281,2.48,757
642,1156,1993,0.58,1171,293,4.00,554,313,1.77,404
643,630,757,0.83,555,72,7.71,177,68,2.60,244
644,2384,4184,0.57,1274,470,2.71,742,442,1.68,631
645,1083,1112,0.97,1488,61,24.39,534,52,10.27,595
647,3652,4315,0.85,2696,503,5.36,1413,512,2.76,1137
648,1674,3524,0.48,1870,202,9.26,834,203,4.11,923
649,13388,20884,0.64,7395,2210,3.35,2052,2233,0.92,3868
650,2342,4884,0.48,1685,539,3.13,800,537,1.49,801
651,3156,5334,0.59,3421,300,11.40,1425,270,5.28,1550
652,1372,2582,0.53,1433,219,6.54,655,218,3.00,801
653,3771,4070,0.93,1910,277,6.90,794,256,3.10,829
654,1748,2758,0.63,1252,256,4.89,654,265,2.47,448
655,1113,3316,0.34,1142,352,3.24,603,414,1.46,618
656,2862,2137,1.34,2438,200,12.19,684,198,3.45,1072
657,2243,3364,0.67,2019,201,10.04,677,212,3.19,862
658,4757,6561,0.73,2425,737,3.29,1101,702,1.57,1054
659,2373,2375,1.00,2397,219,10.95,688,188,3.66,1157
660,2255,3021,0.75,1052,386,2.73,373,454,0.82,601
661,6715,12489,0.54,6141,578,10.62,2680,478,5.61,2871
662,3976,5707,0.70,2972,375,7.93,1055,396,2.66,1251
663,2994,6686,0.45,2663,627,4.25,1221,613,1.99,996
664,2548,3701,0.69,2625,233,11.27,1077,185,5.82,1060
665,5055,6320,0.80,3084,853,3.62,1210,798,1.52,1552
666,2349,2808,0.84,2431,383,6.35,869,376,2.31,931
667,1870,2758,0.68,1353,404,3.35,643,418,1.54,654
668,4027,7366,0.55,2135,1219,1.75,885,1199,0.74,1371
669,2904,3294,0.88,2294,373,6.15,770,357,2.16,974
670,5067,8769,0.58,3460,716,4.83,1373,729,1.88,1713
671,514,1105,0.47,800,138,5.80,425,136,3.13,450
672,2949,3468,0.85,2481,286,8.67,788,270,2.92,1071
673,2863,4246,0.67,2566,471,5.45,846,547,1.55,1330
674,1457,2363,0.62,1267,210,6.03,511,199,2.57,512
675,2105,2900,0.73,2167,155,13.98,850,151,5.63,971
676,3838,6734,0.57,2090,1037,2.02,1079,1057,1.02,1596
677,2793,2939,0.95,2708,507,5.34,884,561,1.58,1520
678,1923,2797,0.69,1313,453,2.90,824,454,1.81,764
679,5446,5446,1,3053,543,5.62,959,554,1.73,1397
680,5152,5687,0.91,4592,784,5.86,1507,737,2.04,2272
681,3283,3574,0.92,2148,308,6.97,886,300,2.95,835
682,5503,9613,0.57,2374,1328,1.79,1260,1388,0.91,1101
683,1843,3289,0.56,1376,356,3.87,818,347,2.36,770
684,2350,3592,0.65,2593,202,12.84,1133,158,7.17,948
685,910,1853,0.49,901,151,5.97,398,147,2.71,527
686,1259,1880,0.67,2253,16,140.81,806,12,67.17,845
687,3055,4208,0.73,2168,574,3.78,1050,506,2.08,977
688,5193,9419,0.55,4309,636,6.78,1854,586,3.16,2080
689,2457,4607,0.53,2478,419,5.91,1278,372,3.44,1180
690,3341,7939,0.42,2203,736,2.99,1220,681,1.79,1199
691,1526,3196,0.48,1032,311,3.32,464,340,1.36,594
692,4484,4931,0.91,3390,435,7.79,1308,390,3.35,1871
693,765,1115,0.69,1165,71,16.41,359,88,4.08,481
694,3577,6355,0.56,2064,712,2.90,918,663,1.38,1152
695,5424,6477,0.84,4095,729,5.62,1260,735,1.71,1971
696,3589,3245,1.11,2640,414,6.38,857,399,2.15,1151
697,431,705,0.61,950,29,32.76,270,41,6.59,376
698,1987,1793,1.11,728,179,4.07,308,180,1.71,370
699,1308,2707,0.48,1410,263,5.36,576,256,2.25,626
700,2051,2706,0.76,2361,82,28.79,859,78,11.01,828
701,1900,2266,0.84,1855,127,14.61,643,118,5.45,717
702,7215,9833,0.73,5973,853,7.00,1884,840,2.24,2558
703,2984,3819,0.78,1809,381,4.75,835,384,2.17,792
704,2819,5054,0.56,3557,228,15.60,1246,198,6.29,1472
705,3115,3629,0.86,1927,496,3.89,605,570,1.06,827
706,5883,9051,0.65,3269,1531,2.14,1280,1488,0.86,2003
707,750,1004,0.75,1705,22,77.5,670,25,26.8,683
708,726,1100,0.66,1013,46,22.02,289,44,6.57,379
709,3423,4239,0.81,2601,505,5.15,954,549,1.74,1455
710,2875,3734,0.77,2784,233,11.95,873,238,3.67,1212
711,1019,2665,0.38,1047,89,11.76,688,90,7.64,454
712,1289,2476,0.52,504,306,1.65,512,319,1.61,164
713,933,1362,0.69,1163,124,9.38,326,122,2.67,471
714,1694,2582,0.66,2250,58,38.79,896,39,22.97,820
715,4295,6213,0.69,3200,610,5.25,1254,599,2.09,1470
716,2076,4349,0.48,1961,401,4.89,890,446,2.00,1208
717,1815,2061,0.88,1080,350,3.09,444,407,1.09,540
718,3420,2566,1.33,2968,211,14.07,767,210,3.65,1116
719,2038,3395,0.60,2733,86,31.78,1087,74,14.69,1016
720,615,1261,0.49,1141,114,10.01,575,104,5.53,540
721,1747,1809,0.97,1200,304,3.95,458,300,1.53,549
722,6841,8526,0.80,6380,722,8.84,2214,696,3.18,2612
723,1144,1337,0.86,509,229,2.22,153,249,0.61,290
724,2155,4769,0.45,1413,520,2.72,754,514,1.47,937
725,3079,4278,0.72,2328,635,3.67,913,588,1.55,1345
726,6236,6599,0.94,2468,902,2.74,1101,897,1.23,1023
727,2699,3839,0.70,1245,413,3.01,473,436,1.08,531
728,3351,4875,0.69,4911,408,12.04,1772,392,4.52,2302
729,1399,1157,1.21,1514,65,23.29,478,55,8.69,593
730,5294,7082,0.75,4391,328,13.39,1901,304,6.25,1652
731,780,1370,0.57,1141,102,11.19,408,105,3.89,467
732,3337,8485,0.39,1988,1002,1.98,1360,1013,1.34,942
733,2621,4313,0.61,2821,339,8.32,953,307,3.10,827
734,7704,10820,0.71,3507,936,3.75,1651,885,1.87,1726
735,5421,3860,1.40,3237,441,7.34,1149,395,2.91,1418
736,1658,2207,0.75,1115,197,5.66,402,173,2.32,574
737,823,918,0.90,622,113,5.50,213,129,1.65,249
738,3858,6641,0.58,3232,1065,3.03,1055,1163,0.91,1781
739,348,662,0.53,522,60,8.7,191,61,3.13,255
740,574,1031,0.56,1270,90,14.11,408,84,4.86,463
741,7171,10510,0.68,6327,1402,4.51,2458,1379,1.78,2977
742,2359,4521,0.52,1900,379,5.01,857,380,2.26,949
743,1483,1994,0.74,1585,121,13.10,525,138,3.80,768
744,3043,6970,0.44,3459,587,5.89,1725,523,3.30,1803
745,4297,5042,0.85,4863,322,15.10,1611,297,5.42,2131
746,960,2697,0.36,841,207,4.06,458,239,1.92,506
747,1046,2050,0.51,774,429,1.80,578,400,1.45,575
748,2683,6322,0.42,1534,1015,1.51,785,1128,0.70,692
749,2509,4185,0.60,890,651,1.37,518,675,0.77,437
750,543,618,0.88,679,58,11.71,226,73,3.10,216
751,2497,4655,0.54,1979,504,3.93,905,483,1.87,955
752,3417,4464,0.77,1597,915,1.75,548,977,0.56,960
753,5869,6180,0.95,2431,820,2.96,673,934,0.72,986
754,486,998,0.49,321,107,3,181,127,1.43,189
755,2476,3701,0.67,2107,291,7.24,689,280,2.46,995
756,3302,3147,1.05,2565,530,4.84,1171,529,2.21,999
757,4245,6074,0.70,2460,914,2.69,1086,931,1.17,1441
758,1590,3699,0.43,1831,469,3.90,866,454,1.91,1107
759,2418,2062,1.17,1279,185,6.91,640,205,3.12,582
760,1370,2927,0.47,1235,222,5.56,594,230,2.58,739
761,3056,3961,0.77,1365,463,2.95,934,495,1.89,493
762,1046,2208,0.47,883,250,3.53,486,278,1.75,447
763,3987,7198,0.55,1784,1292,1.38,888,1312,0.68,1107
764,1801,2013,0.89,949,247,3.84,420,231,1.82,429
765,4456,4686,0.95,3414,211,16.18,1223,186,6.58,1209
766,3224,4292,0.75,2771,435,6.37,883,467,1.89,1454
767,3105,5725,0.54,2791,808,3.45,962,834,1.15,1614
768,2306,4323,0.53,1734,386,4.49,802,340,2.36,851
769,2260,2102,1.08,1603,173,9.27,452,165,2.74,671
770,1599,1921,0.83,1182,293,4.03,398,315,1.26,523
771,3320,7344,0.45,3158,884,3.57,1391,809,1.72,2067
772,1972,1783,1.11,1621,226,7.17,486,268,1.81,658
773,3953,6131,0.64,3832,478,8.02,1700,426,3.99,1503
774,3143,5183,0.61,1972,453,4.35,1252,460,2.72,749
775,2060,4712,0.44,2046,177,11.56,1116,146,7.64,765
776,2946,4855,0.61,3099,473,6.55,1271,432,2.94,1279
777,3665,4016,0.91,3124,383,8.16,834,356,2.34,1595
778,970,1637,0.59,618,194,3.19,286,196,1.46,237
779,3249,4398,0.74,2937,394,7.45,973,443,2.20,1374
780,2276,5577,0.41,1975,441,4.48,964,425,2.27,1261
781,3184,3969,0.80,2660,266,10,856,301,2.84,1119
782,1262,2353,0.54,1520,249,6.10,807,232,3.48,767
783,2944,6965,0.42,1426,1230,1.16,889,1249,0.71,1140
784,1106,1777,0.62,799,162,4.93,412,169,2.44,331
785,1263,2463,0.51,1778,75,23.71,889,52,17.10,775
786,2867,3902,0.73,1985,351,5.66,887,331,2.68,692
787,2189,4713,0.46,1294,455,2.84,653,467,1.40,762
788,330,832,0.40,388,68,5.71,246,64,3.84,215
789,1346,2093,0.64,1049,244,4.30,564,232,2.43,498
790,2157,1393,1.55,1130,253,4.47,287,277,1.04,500
791,5978,4903,1.22,2253,558,4.04,757,564,1.34,966
792,5522,7986,0.69,3877,837,4.63,1308,839,1.56,1952
793,3338,4286,0.78,2687,396,6.79,1081,375,2.88,1035
794,6158,7139,0.86,4625,638,7.25,1708,650,2.63,2325
795,4438,5776,0.77,2362,935,2.53,970,1033,0.94,982
796,2275,3408,0.67,1681,455,3.69,1143,421,2.71,540
797,2253,3374,0.67,1940,313,6.20,750,307,2.44,883
799,1808,4385,0.41,2158,540,4.00,942,537,1.75,863
800,4575,7696,0.59,1835,994,1.85,782,1014,0.77,480
801,5534,7780,0.71,3684,793,4.65,1515,768,1.97,1733
802,1890,3824,0.49,1799,340,5.29,669,313,2.14,812
803,2566,4936,0.52,2835,593,4.78,1071,651,1.65,1304
804,4002,4085,0.98,2015,377,5.34,552,378,1.46,843
805,2247,4786,0.47,2615,357,7.32,1183,357,3.31,1232
806,324,634,0.51,425,20,21.25,180,19,9.47,218
807,1264,2826,0.45,753,299,2.52,496,313,1.58,389
808,1738,4807,0.36,1364,569,2.40,927,608,1.52,882
809,2208,2348,0.94,1139,250,4.56,442,278,1.59,524
810,6194,6497,0.95,3383,724,4.67,815,733,1.11,1688
811,8318,7623,1.09,3926,1038,3.78,1282,1234,1.04,1733
812,4753,6608,0.72,2860,504,5.67,935,492,1.90,1175
813,2118,2731,0.78,2433,260,9.36,699,281,2.49,965
814,804,1764,0.46,564,142,3.97,428,149,2.87,303
815,1478,1921,0.77,1359,219,6.21,446,277,1.61,560
816,3490,4905,0.71,1610,480,3.35,833,475,1.75,664
817,1956,3820,0.51,1401,377,3.72,658,405,1.62,654
818,19913,20385,0.98,11768,2606,4.52,3539,2633,1.34,5608
819,3371,6055,0.56,2163,842,2.57,914,821,1.11,940
820,2080,4783,0.43,1082,735,1.47,778,669,1.16,496
821,3080,4703,0.65,3935,306,12.86,1368,317,4.32,1682
822,3128,3339,0.94,1689,387,4.36,615,404,1.52,710
823,4412,5822,0.76,2125,889,2.39,909,934,0.97,658
824,1536,1611,0.95,1979,273,7.25,481,298,1.61,1102
825,1336,2865,0.47,1235,344,3.59,630,394,1.60,711
826,5243,5890,0.89,3714,389,9.55,1280,390,3.28,1384
827,2365,1651,1.43,1263,250,5.05,457,240,1.90,540
828,1501,3798,0.40,1665,177,9.41,910,146,6.23,908
829,1687,2410,0.7,1511,223,6.78,568,211,2.69,637
830,3760,4373,0.86,2969,479,6.20,961,454,2.12,1529
831,3149,4252,0.74,1967,714,2.75,820,784,1.05,967
832,4763,7424,0.64,2190,962,2.28,1108,1072,1.03,964
833,2603,3860,0.67,1798,648,2.77,689,670,1.03,780
834,2280,1888,1.21,1565,379,4.13,500,397,1.26,743
835,1219,1540,0.79,533,214,2.49,241,211,1.14,237
836,842,752,1.12,213,229,0.93,122,228,0.54,107
837,1817,2167,0.84,1990,198,10.05,569,212,2.68,1099
838,3157,3811,0.83,1524,571,2.67,624,668,0.93,718
839,961,2098,0.46,665,344,1.93,417,413,1.01,497
840,402,597,0.67,309,57,5.42,138,51,2.71,150
841,3065,6407,0.48,1205,779,1.55,654,840,0.78,659
842,1963,3260,0.60,2481,170,14.59,1082,173,6.25,1163
843,2285,1988,1.15,742,220,3.37,322,208,1.55,277
844,2198,1988,1.11,1946,175,11.12,569,165,3.45,679
845,2366,2653,0.89,2004,227,8.83,545,253,2.15,950
846,4279,7246,0.59,5698,445,12.80,1667,419,3.98,1971
847,4341,1916,2.27,2048,290,7.06,832,292,2.85,562
848,2416,4201,0.58,2598,171,15.19,924,201,4.60,1189
849,3273,4628,0.71,1817,266,6.83,1013,218,4.65,854
850,4474,6271,0.71,4573,358,12.77,1666,331,5.03,1925
851,2980,8428,0.35,2421,1011,2.39,1589,892,1.78,1194
852,7342,9857,0.74,4292,1505,2.85,1840,1421,1.29,2263
853,795,872,0.91,423,116,3.65,196,131,1.50,179
854,2758,4919,0.56,1611,743,2.17,700,804,0.87,942
855,1947,3580,0.54,3527,254,13.89,1208,206,5.86,1298
856,2207,2412,0.92,2063,195,10.58,730,178,4.10,793
857,1002,1544,0.65,1450,100,14.5,518,83,6.24,640
858,13270,10854,1.22,7221,1080,6.69,2266,992,2.28,3633
859,4485,6519,0.69,4320,610,7.08,1453,608,2.39,2029
860,4038,6152,0.66,2652,618,4.29,1235,529,2.33,1348
861,5185,4887,1.06,3471,576,6.03,1064,589,1.81,1423
862,3100,4745,0.65,2762,337,8.20,1090,310,3.52,1060
863,861,1184,0.73,770,119,6.47,356,127,2.80,356
864,2074,1786,1.16,1729,129,13.40,545,151,3.61,693
865,3159,3416,0.92,3366,338,9.96,1091,436,2.50,1419
866,632,935,0.68,677,82,8.26,254,80,3.18,209
867,462,623,0.74,550,59,9.32,179,56,3.20,257
868,4163,5168,0.81,2361,421,5.61,781,376,2.08,947
869,3545,3861,0.92,2064,522,3.95,681,528,1.29,1001
870,1815,2256,0.80,1126,313,3.60,428,323,1.33,484
871,3530,5274,0.67,1578,551,2.86,680,581,1.17,838
872,2931,4920,0.60,2327,653,3.56,774,688,1.13,1234
873,8257,10157,0.81,4596,629,7.31,1325,600,2.21,2151
874,1413,4050,0.35,1365,568,2.40,599,616,0.97,722
875,5781,9213,0.63,1923,719,2.67,1208,672,1.80,759
876,1362,1525,0.89,1094,124,8.82,415,133,3.12,462
877,3467,2813,1.23,1984,282,7.04,613,268,2.29,662
878,1959,2891,0.68,1623,269,6.03,573,257,2.23,762
879,3105,3555,0.87,2528,201,12.58,871,180,4.84,1053
880,2894,7224,0.40,2294,893,2.57,1215,874,1.39,1640
881,2497,2963,0.84,1628,400,4.07,591,400,1.48,811
882,2963,5050,0.59,1826,496,3.68,683,465,1.47,722
883,1661,5096,0.33,905,889,1.02,801,884,0.91,738
884,776,1370,0.57,361,130,2.78,164,138,1.19,192
885,2119,3694,0.57,1629,370,4.40,582,356,1.63,733
886,3546,6487,0.55,2012,868,2.32,906,956,0.95,1094
887,2602,3784,0.69,4175,167,25,1437,150,9.58,1822
888,2592,3068,0.84,2127,426,4.99,662,481,1.38,799
889,1337,3622,0.37,794,358,2.22,592,358,1.65,415
890,2276,3783,0.60,2727,193,14.13,1188,178,6.67,1020
891,3040,4233,0.72,2246,432,5.20,849,412,2.06,1136
892,1535,2546,0.60,523,452,1.16,378,447,0.85,223
893,3109,6633,0.47,2470,507,4.87,1054,474,2.22,1224
894,6871,8632,0.80,3074,641,4.80,1008,698,1.44,1337
895,1954,2430,0.80,1494,193,7.74,758,171,4.43,559
896,4255,4175,1.02,2468,560,4.41,895,532,1.68,1127
897,3979,4709,0.84,2592,640,4.05,845,570,1.48,1118
898,538,1158,0.46,1108,56,19.79,432,50,8.64,427
899,1924,3223,0.60,1201,519,2.31,543,491,1.11,701
900,2348,3269,0.72,2106,185,11.38,949,170,5.58,873
901,1387,2459,0.56,1073,210,5.11,545,204,2.67,454
902,3278,3535,0.93,2268,232,9.78,766,275,2.79,1178
903,1585,2784,0.57,1495,189,7.91,716,174,4.11,633
904,6171,7264,0.85,3677,735,5.00,1269,854,1.49,1772
905,2138,2707,0.79,3243,154,21.06,991,127,7.80,1269
906,2044,2852,0.72,2581,155,16.65,1073,112,9.58,1019
907,5628,7322,0.77,2683,695,3.86,977,669,1.46,1172
908,3245,3989,0.81,2130,555,3.84,924,633,1.46,962
909,6929,7708,0.90,6156,552,11.15,2788,533,5.23,2374
910,1107,1038,1.07,963,114,8.45,343,106,3.24,359
911,2015,2984,0.68,732,332,2.20,341,361,0.94,410
912,8601,6233,1.38,3973,900,4.41,1084,896,1.21,1637
913,4152,1992,2.08,2020,157,12.87,612,157,3.90,643
914,7390,4432,1.67,5077,274,18.53,1473,255,5.78,1800
915,2500,6124,0.41,1296,672,1.93,710,764,0.93,577
916,3159,5461,0.58,1897,680,2.79,709,741,0.96,877
917,7053,4940,1.43,2901,748,3.88,748,795,0.94,1295
918,1954,2260,0.86,2265,63,35.95,964,37,26.05,832
919,2833,3502,0.81,2305,239,9.64,747,230,3.25,1098
920,1465,3232,0.45,1487,258,5.76,641,268,2.39,825
921,1234,1523,0.81,1477,159,9.29,423,157,2.69,597
922,1655,816,2.03,1059,45,23.53,341,39,8.74,422
923,2958,3498,0.85,2276,417,5.46,766,426,1.80,839
924,4445,8197,0.54,2259,1077,2.10,1261,1029,1.23,943
925,2025,2782,0.73,1321,318,4.15,510,327,1.56,700
926,1216,1606,0.76,1273,106,12.01,449,120,3.74,472
927,3531,6872,0.51,1956,1047,1.87,908,1030,0.88,961
928,3857,4549,0.85,2718,430,6.32,1111,381,2.92,726
929,4796,6295,0.76,2914,417,6.99,1004,437,2.30,1215
930,3735,4863,0.77,2890,241,11.99,1113,221,5.04,1205
931,4712,7470,0.63,2439,815,2.99,1029,811,1.27,984
932,2028,3348,0.61,1677,380,4.41,679,359,1.89,796
933,2923,3007,0.97,1369,383,3.57,575,379,1.52,552
934,6861,11731,0.58,5058,744,6.80,1804,694,2.60,2491
935,1410,3087,0.46,1089,495,2.2,619,542,1.14,842
936,3801,4983,0.76,3509,270,13.00,1222,231,5.29,1539
937,1600,2048,0.78,1064,215,4.95,376,219,1.72,513
938,4049,4140,0.98,1984,548,3.62,717,571,1.26,774
939,2648,5239,0.51,2070,317,6.53,1124,270,4.16,1039
940,793,1313,0.60,876,72,12.17,364,73,4.99,389
941,2562,1368,1.87,1315,229,5.74,344,231,1.49,523
942,1674,2276,0.74,1523,145,10.50,563,145,3.88,664
943,494,970,0.51,592,98,6.04,242,100,2.42,275
944,4465,4910,0.91,3600,406,8.87,1193,407,2.93,1555
945,1295,2555,0.51,659,276,2.39,561,250,2.24,216
946,2880,4127,0.70,1899,427,4.45,718,447,1.61,772
947,3745,6316,0.59,2294,822,2.79,852,886,0.96,1253
948,5864,5283,1.11,3598,595,6.05,903,721,1.25,1575
949,3010,4424,0.68,2232,473,4.72,885,687,1.29,1270
950,4098,6167,0.66,3130,494,6.34,1147,570,2.01,1447
951,5411,6096,0.89,2256,962,2.35,703,961,0.73,1230
952,13104,9697,1.35,6014,642,9.37,1653,617,2.68,2539
953,2300,2585,0.89,1572,365,4.31,485,364,1.33,584
954,2890,5154,0.56,1796,1060,1.69,1275,958,1.33,1106
955,2933,4883,0.60,2444,408,5.99,1147,359,3.19,1261
956,3911,6010,0.65,2365,337,7.02,981,307,3.20,980
957,4177,6311,0.66,2012,538,3.74,822,543,1.51,1194
958,4163,5525,0.75,3558,588,6.05,1175,575,2.04,1613
959,2315,3358,0.69,1694,345,4.91,703,327,2.15,725
960,4557,9135,0.50,3622,1187,3.05,1572,1161,1.35,2080
961,1226,1663,0.74,1399,275,5.09,559,262,2.13,740
962,3360,4278,0.79,2291,547,4.19,987,503,1.96,1070
963,4433,2795,1.59,2375,580,4.09,667,613,1.09,963
964,3844,6636,0.58,2419,981,2.47,985,978,1.01,1140
965,4473,4902,0.91,3790,352,10.77,1272,338,3.76,1520
966,559,907,0.62,258,185,1.39,144,190,0.76,112
967,1970,2216,0.89,1752,234,7.49,614,253,2.43,783
968,4548,4125,1.10,1648,857,1.92,1157,865,1.34,411
969,6508,8513,0.76,4841,716,6.76,1629,693,2.35,2071
970,2659,3653,0.73,1998,293,6.82,901,273,3.30,912
971,553,640,0.86,487,96,5.07,132,94,1.40,235
972,1142,2492,0.46,979,210,4.66,511,197,2.59,461
973,1754,1770,0.99,994,300,3.31,400,295,1.36,478
974,1690,1254,1.35,1233,112,11.01,454,106,4.28,593
975,4341,5259,0.83,3160,854,3.70,1330,858,1.55,1586
976,1385,1158,1.20,554,199,2.78,322,190,1.69,163
977,3385,4567,0.74,2446,371,6.59,867,328,2.64,1037
978,705,1052,0.67,867,108,8.03,334,109,3.06,385
979,2584,2314,1.12,1997,162,12.33,812,155,5.24,803
980,4571,5286,0.86,3040,908,3.35,1255,856,1.47,1353
981,2724,4217,0.65,3055,262,11.66,1212,248,4.89,1265
982,2505,3598,0.70,1677,464,3.61,691,492,1.40,760
983,2658,2698,0.99,834,445,1.87,648,442,1.47,231
984,248,363,0.68,527,41,12.85,127,41,3.10,187
985,2359,3247,0.73,1279,156,8.20,506,173,2.92,587
986,2786,4217,0.66,1147,479,2.39,622,451,1.38,402
987,1283,1646,0.78,1321,73,18.10,534,61,8.75,562
988,1736,2725,0.64,1542,254,6.07,609,265,2.30,685
989,2265,3420,0.66,1933,310,6.24,733,313,2.34,987
990,1944,3997,0.49,1203,260,4.63,695,251,2.77,531
991,4489,4638,0.97,2787,472,5.90,964,473,2.04,1063
992,3102,4492,0.69,2499,355,7.04,954,336,2.84,1121
993,4494,8932,0.50,2755,897,3.07,1074,908,1.18,1396
994,3371,5247,0.64,1929,688,2.80,599,675,0.89,975
995,9300,11382,0.82,4252,1294,3.29,1187,1253,0.95,2253
996,6746,10333,0.65,3590,687,5.23,1294,744,1.74,1538
997,3467,4557,0.76,3421,356,9.61,1236,328,3.77,1566
998,3230,4203,0.77,1484,428,3.47,619,433,1.43,700
999,247,779,0.32,617,27,22.85,232,25,9.28,250
1000,2848,4623,0.62,4575,163,28.07,1783,153,11.65,1980
